,labels
22397,t
8116,b
3965,b
9498,m
17674,e
7154,t
16922,b
24618,e
14890,m
21228,e
6025,b
20039,t
7723,b
14080,e
10752,m
3723,e
18158,b
21988,t
3936,t
19647,b
6939,e
21468,t
12691,t
5291,b
820,b
14360,b
16771,b
23895,t
1524,b
2313,m
17523,t
9503,m
20352,b
7775,e
20046,b
16795,t
885,m
11518,t
1252,b
20445,b
18790,m
13822,e
22394,b
3273,e
24864,m
16067,t
4715,b
1800,m
6225,t
12843,b
13986,b
4891,e
21523,m
11907,b
7395,e
19940,e
21544,t
12463,e
10766,e
23141,b
18908,m
11916,m
24820,m
18594,e
24058,m
13598,m
14017,e
18094,t
20519,b
17371,t
3457,m
14824,m
20218,e
21153,b
8800,t
23114,b
6368,m
1225,t
11234,t
22853,m
21761,t
19257,t
13528,t
9058,m
12213,b
10600,e
18255,b
10095,b
2954,e
996,e
15407,e
20376,t
19861,t
7755,e
21719,b
24377,e
13152,e
3057,m
12041,m
4937,e
4069,e
21673,b
23376,e
21476,m
8666,m
22325,b
4413,m
15548,m
17486,e
14066,b
18556,m
9770,e
20846,b
12480,e
16419,b
17095,b
19031,e
20993,m
10106,e
4620,b
1297,m
19189,t
11644,e
12139,b
699,t
1711,t
14445,b
19121,t
23395,e
12272,m
13060,m
8252,e
6400,b
18672,t
15868,m
3109,t
15793,t
9827,m
7863,t
12731,t
7325,m
3271,t
14794,m
19756,b
13009,t
9652,t
20181,t
18522,m
24391,b
19856,m
2145,b
22076,t
24475,e
1686,m
18410,b
14934,b
7522,t
14550,e
21084,e
1435,b
17825,t
11835,e
8611,e
17873,b
13321,e
16044,e
21265,b
2964,b
4240,b
24302,m
3476,e
9590,t
23404,e
10863,e
11106,e
11974,m
17758,b
17280,b
9153,e
12295,b
201,e
13955,b
14178,e
21896,b
10502,e
17564,b
7276,b
3706,e
10392,e
22739,t
3122,m
19461,b
6992,t
19291,m
3971,m
20325,t
4346,b
648,b
222,e
8247,t
15353,b
5279,e
6718,m
14115,b
13889,b
14564,b
21497,t
1880,e
8258,b
22330,e
12618,e
11422,b
5705,b
1992,t
18782,t
1094,m
21535,e
22588,e
10582,t
16054,m
18440,m
3609,b
24877,b
24459,b
9364,e
21968,m
4829,t
19319,b
8431,t
19000,b
6234,t
14266,t
1825,t
9742,e
11818,m
11574,m
9272,b
15758,t
10423,t
15271,m
19159,b
22986,m
24834,m
539,t
9891,t
19862,b
12479,m
9390,t
23988,b
17740,b
14003,b
14909,b
10449,b
6636,m
1136,e
4893,m
15720,t
24614,m
1236,t
11572,b
22111,t
6720,b
9166,e
7625,b
14124,m
21044,m
7599,b
4224,t
6088,b
10443,e
21458,m
17586,m
21488,e
21454,b
15420,b
13602,e
15799,t
1701,m
20733,b
8223,m
9467,t
1278,b
19652,e
9356,e
19403,b
22195,t
3299,m
3380,t
5481,b
17323,b
16176,t
1389,e
2916,m
1961,e
6830,b
6772,t
3146,b
367,m
12847,t
2780,t
19392,b
20573,e
18745,e
15204,t
14227,t
10776,e
20347,e
14085,m
965,e
5417,t
24628,m
23985,t
11815,e
400,b
15614,b
21556,m
19316,e
18991,m
1554,e
14198,m
8265,t
16083,t
14455,e
12896,t
1264,b
21615,m
7656,b
23481,t
3750,t
13246,b
9137,t
22565,b
20000,m
21758,e
23491,m
8568,m
4185,t
6138,t
4152,e
7185,e
15862,t
5567,t
4499,t
6406,e
17259,e
17255,m
10399,t
1628,e
20855,e
3191,e
23877,t
7584,b
10221,t
21908,e
8665,m
23014,t
23447,m
19142,m
13171,b
5421,m
14079,b
1406,t
909,m
4200,e
18871,m
11180,t
10372,t
14171,e
11789,m
16536,e
15643,e
8048,e
24319,t
16221,m
2148,b
2548,m
18994,b
11397,t
19486,b
23470,b
24514,m
1487,m
15964,m
15493,e
13006,e
12605,m
2805,m
783,m
1092,t
4609,b
24984,b
19246,t
8175,b
12137,t
13100,b
17133,t
2366,b
16090,b
8987,t
15932,m
9125,m
5693,m
6430,e
518,e
11495,m
16400,e
5230,e
2037,b
19695,e
14805,m
17924,t
16074,e
2061,b
23448,m
10870,e
14261,t
15952,b
10176,e
12219,b
8483,b
5784,b
17572,e
9814,m
2396,e
17501,t
23189,e
13110,m
9007,b
6316,e
5090,b
19584,b
1680,b
24307,m
4076,e
20401,m
20358,t
9276,t
18187,b
19974,m
23431,m
18512,e
12411,b
6057,b
3586,e
20552,b
5161,m
4809,b
20143,b
11250,e
2509,m
8023,m
24996,b
9892,m
4660,b
4301,t
21104,b
3905,m
19040,e
2626,e
10150,t
21884,b
20069,e
18927,m
8712,m
898,m
24461,t
24518,b
8392,b
6554,b
15125,t
14965,e
8436,t
23811,m
6469,b
24977,e
7077,m
13734,t
16513,e
5680,b
2562,m
5906,e
22959,e
16080,t
18013,t
11678,e
23659,b
21776,m
5568,e
18340,b
20070,t
21909,t
12302,t
17554,m
211,b
9287,b
4124,b
22066,t
3978,m
9348,e
18542,b
19199,m
7240,b
6663,t
18343,e
19774,e
7463,e
842,t
10394,e
1429,t
10535,t
23673,m
3398,m
23417,m
12300,b
21582,t
6231,e
3259,b
11706,t
7023,t
14113,t
805,m
9871,b
8046,m
12101,e
24150,b
17855,m
4740,t
11525,e
10842,e
14596,b
2515,t
8438,b
15317,b
11968,e
7800,e
16482,t
20413,t
2684,e
6044,b
24674,b
21426,b
1544,t
5538,t
16887,m
4010,t
13587,b
11730,b
11521,e
6595,b
18328,e
6715,e
116,e
18971,b
13645,m
4998,e
9555,b
7107,t
18681,m
12128,e
5195,m
16878,e
11571,t
12477,t
11339,m
8170,t
1263,t
24094,m
24206,t
5338,t
18953,b
15967,m
20636,b
18009,m
2026,e
12013,m
5350,e
22370,m
1160,t
4568,b
18959,m
20638,t
7508,b
24938,m
13432,b
4030,b
14464,m
6385,b
979,m
24935,e
22877,t
24086,b
10159,b
12274,b
7956,m
11081,e
4557,m
4978,m
562,t
14041,b
21768,e
11961,m
15106,e
6110,e
4531,e
17694,m
8839,m
11344,b
21222,b
24275,b
24954,t
5903,t
7646,e
17294,e
14214,e
10323,e
19490,t
20078,e
24065,t
13523,t
5543,t
2796,e
22034,m
24717,m
24631,m
21300,m
11984,t
19035,t
4959,m
6292,e
2951,b
7331,e
10579,m
15580,t
22915,e
6639,b
17767,t
9163,t
20385,b
13770,b
11119,b
4351,e
15195,t
91,b
23490,e
15403,m
8552,b
14673,m
320,t
14739,b
13095,t
19288,b
14665,m
11986,t
19935,b
12014,t
9480,e
23958,t
10948,e
18857,b
23035,t
8581,m
7333,t
11398,e
11099,m
23704,b
14478,m
18421,t
9723,t
2386,b
20458,e
11306,t
10515,m
9475,b
21072,e
9583,e
15838,e
20754,t
7211,m
6791,e
18551,m
14717,e
20709,b
1483,m
19854,b
3038,m
3549,m
10663,m
18498,b
8521,t
21007,e
1705,b
22276,e
1807,t
21846,e
5974,b
12850,b
16810,b
15639,e
21584,e
17048,b
2712,t
17337,b
8944,t
6662,e
23142,e
19850,m
5470,m
5489,e
22490,t
9009,t
9732,m
5566,t
3671,b
17699,e
21174,m
18889,e
19717,m
22261,e
7559,e
843,t
17380,m
11710,b
5547,m
473,e
7212,b
21959,b
14139,m
7993,m
15918,m
5897,t
822,m
14950,e
689,m
2495,b
3444,m
2312,m
2012,t
7512,t
7591,t
18846,b
11595,e
5246,t
8171,b
19889,m
6530,b
21725,e
19505,m
5571,e
4973,e
7247,b
13723,t
5662,b
12204,b
12775,e
11526,e
11752,e
15509,e
24429,b
21790,m
18916,b
20057,m
13739,m
23691,t
17144,t
7817,e
16005,t
23265,e
15378,m
17704,m
12243,t
18230,m
18322,e
11869,t
16577,m
1571,t
19483,m
1369,m
24320,e
4000,e
21108,e
6855,e
23170,e
12918,b
17722,t
15451,t
7746,b
24542,b
14791,t
3529,t
21699,t
21680,e
15258,e
4743,e
24288,b
4603,t
4544,t
3002,m
8356,b
22418,m
6353,t
11080,e
6588,e
10543,m
5853,e
11620,m
2738,e
1383,m
18674,e
11825,m
8041,m
23830,t
7216,b
10333,e
3705,b
12384,m
825,e
23754,t
20947,t
20354,t
10997,t
13470,t
14722,e
1405,m
5235,b
16798,e
21212,e
14368,e
4085,m
4822,b
13544,m
11096,b
21127,b
14845,b
19038,t
18008,t
112,e
7157,t
2262,m
6885,e
8268,m
341,e
18243,b
14999,t
8224,m
4113,m
24338,e
1538,b
8279,t
23846,t
11404,m
15233,t
16975,b
12513,m
19796,e
13791,m
9290,e
14783,e
8480,b
15501,m
6307,e
17483,t
2094,t
15123,e
15663,e
3183,b
1333,m
19372,t
5820,e
24202,e
16505,b
8044,b
18161,e
8222,b
4271,b
18106,t
10665,b
5083,e
7651,b
13293,b
16318,m
6618,e
21722,m
21280,t
16942,e
23118,b
5591,m
10984,e
14316,m
4315,t
6289,t
6308,e
20142,m
14939,b
18027,t
18875,e
11797,e
14023,b
16216,b
24644,b
18744,m
15486,b
19206,m
11215,b
22232,e
19112,m
1918,b
18877,b
24466,m
5005,m
176,b
21936,m
5454,t
9747,b
23403,b
16729,m
6338,e
7416,b
18999,e
21975,b
4744,m
2502,b
18434,b
21460,m
18160,e
7420,e
23615,b
3539,t
22427,b
24572,m
2499,m
5868,m
21983,t
24306,t
18630,e
5225,e
980,m
4486,t
13288,b
12589,m
22437,m
19445,t
6829,m
8916,e
24220,m
3627,b
9379,t
14280,e
18092,b
24750,m
5613,b
21208,b
20954,b
6095,m
1178,t
20420,m
1934,t
8533,t
16134,b
24857,m
11085,t
19157,b
3454,b
6240,b
8203,e
8186,m
16348,e
2888,m
8825,t
1271,b
13007,e
4905,b
6410,m
13037,e
4414,b
11903,t
13012,e
23323,m
6488,m
5054,b
20362,t
5119,b
13368,t
20342,b
7529,b
9786,e
22856,m
14609,e
18438,e
18102,m
8000,b
20333,b
5310,t
9517,t
21322,e
22587,t
18911,e
10025,e
10085,e
1855,t
9975,b
13252,m
24789,b
23249,m
5058,b
4788,e
18995,e
17589,m
11647,b
11953,m
6162,t
15985,b
7466,t
8324,b
24927,t
8976,t
3636,e
13371,b
22999,e
6006,b
22469,t
13756,b
11315,b
22787,m
3128,b
1580,m
17565,b
108,t
3006,m
16315,t
11179,e
23019,b
8393,e
23156,e
20369,b
23970,b
4132,b
5271,e
10180,m
19477,m
6303,t
8525,t
484,m
24964,t
14800,b
5730,e
21767,m
18237,b
24243,e
18074,b
3077,t
1259,e
878,t
20287,m
2582,b
22606,e
21850,m
5856,b
10995,b
4917,m
18843,m
22093,m
20567,m
21533,b
3349,b
908,e
20963,t
23378,m
23628,m
7045,m
19397,t
24300,e
2319,t
16025,e
257,b
9890,e
6731,t
2109,t
4669,t
1479,e
6637,t
9032,e
2206,t
14391,m
4362,e
17191,m
10877,e
12138,t
11160,b
12082,t
18866,e
1734,b
6537,t
11314,e
71,m
12179,m
104,b
17507,e
24871,m
13918,b
1181,t
8929,m
16500,m
1968,t
14525,m
21408,t
13556,b
15541,m
16299,m
5378,e
8238,t
16346,t
9059,e
3082,e
4519,b
9099,e
19895,m
13628,m
24017,b
24455,b
12221,e
16911,t
12368,e
13866,m
15324,e
12630,t
15228,e
12892,b
19303,e
14790,e
9285,e
23216,b
22500,e
10707,m
15435,t
15504,m
19898,m
10885,t
8080,b
24719,t
1102,b
24883,b
9411,b
6871,t
18976,b
18730,b
16106,e
22950,m
23089,t
5872,t
2251,m
8842,b
22697,t
3417,t
5311,e
17652,m
19362,m
18879,m
17940,b
8088,t
17705,b
15417,b
5,t
13374,e
882,m
12851,b
18023,e
4843,b
4405,b
23550,b
24533,m
24114,b
19329,b
1227,m
1812,e
22005,m
8602,e
4595,t
4714,b
19139,b
14028,e
12823,b
6492,m
23836,m
10859,b
8933,e
20405,b
22024,e
9454,b
3339,m
1522,m
23522,e
12225,e
23866,b
19503,m
11407,e
542,b
4580,m
20019,t
2661,m
316,b
21502,t
23138,b
11950,e
8477,m
3195,e
12222,t
7381,e
18028,t
15312,m
4187,b
4618,e
19033,e
6141,t
15273,e
16699,t
1356,e
791,m
5288,b
15144,m
23290,t
4359,b
20902,e
23624,b
22666,e
13255,t
12485,t
6584,m
20450,t
22099,e
15045,m
24458,e
14332,m
12530,m
23012,e
2180,b
5512,t
16059,m
18708,t
9458,t
19300,m
15937,m
2339,b
2118,t
18865,b
10568,e
23998,b
18157,m
17535,e
1035,b
856,b
19916,e
1663,m
2532,t
14723,b
5269,t
14194,m
16575,e
22542,b
12356,m
2997,e
20498,b
692,t
14155,t
22842,t
8605,e
20248,t
9128,m
15744,b
15659,t
20775,b
7209,e
14608,t
16228,t
434,t
15329,b
274,m
6766,b
19379,e
21154,b
8303,t
12494,t
2942,e
10991,e
13939,b
3952,m
15739,m
4059,t
12036,m
22117,b
7887,t
21516,b
15065,t
11669,b
634,m
19576,t
23393,m
21140,m
20770,e
10222,b
17955,t
1627,b
19538,t
8640,m
10229,t
1607,b
8180,t
23933,m
24875,m
19027,e
20921,t
18227,m
5059,t
17142,e
13297,b
23681,m
7939,b
5997,b
15251,e
23271,m
8773,m
8610,b
23568,e
19224,t
15460,b
19101,m
22719,e
15238,m
18829,t
15631,m
10154,m
1848,e
8128,t
10088,t
10689,b
8764,t
3775,e
13161,b
18673,e
17085,e
6382,m
13296,e
8315,t
399,m
2222,b
14231,b
22607,t
3989,t
19900,b
13684,e
22080,b
10010,t
15823,m
12503,t
24351,e
12635,b
583,b
4542,b
16780,b
4664,t
11444,t
7265,t
11890,b
14527,m
15008,b
5679,m
22778,e
6808,b
13004,t
6076,b
18281,b
7702,m
5572,b
19909,t
9688,t
13942,b
11271,t
16488,t
2435,m
20196,b
23912,e
7811,t
1939,m
14567,m
20157,e
2835,b
10233,m
2332,t
5799,m
22879,b
23817,t
12447,t
5652,b
12816,t
7578,e
9055,t
1231,b
20637,m
14679,t
1690,b
13890,e
2526,m
3715,e
16920,m
2724,t
10701,t
19177,t
5089,m
8786,t
3776,m
11151,b
23733,e
24108,b
10357,e
1730,t
10990,m
21123,b
7583,t
12438,e
5318,b
5487,b
22043,t
19238,e
2465,t
1237,t
20499,m
1441,m
6763,m
17844,m
2182,m
10450,e
4186,t
16649,e
11757,m
21165,m
9667,e
6364,e
18416,e
15207,m
7744,e
8702,m
23545,e
9400,m
13931,t
18159,e
7820,e
148,m
5849,m
21054,e
19017,e
5173,t
23188,t
17655,m
22295,m
20530,m
5496,t
12720,e
21297,b
23456,b
13043,t
19623,e
1512,t
11437,b
11608,t
22460,e
21632,b
9145,t
10769,m
18742,m
7022,b
7031,b
9224,e
11883,m
388,b
3834,t
13864,b
14843,e
20144,m
3131,e
8551,e
2243,b
1621,t
5056,b
21763,m
18545,t
4065,b
17901,m
20319,t
20729,b
7889,t
11326,t
17075,m
10756,b
4550,m
9911,b
6250,b
20726,b
16929,m
14593,m
1706,e
6553,b
12998,b
4625,b
4189,b
5117,b
20089,e
4681,t
4391,e
10143,m
1503,m
2545,t
5702,b
7681,e
15456,t
18803,m
317,m
13375,m
672,e
7109,b
9430,t
22315,t
15477,m
17531,m
11696,t
22512,b
17756,t
6860,t
22935,m
7200,t
6868,b
7461,t
12613,m
2816,b
15478,b
10202,t
3881,m
5918,m
13978,e
5934,t
7393,t
3849,b
15713,e
1270,t
22676,b
20834,b
4133,m
4371,e
15948,t
11293,t
15922,t
22777,b
21905,e
16619,t
13261,m
2358,e
14185,b
7243,m
12510,m
9823,e
22620,e
17306,e
14872,e
2300,b
10380,b
22799,e
16305,b
5830,e
18963,b
712,b
12085,t
13609,e
17730,b
23478,t
17870,b
14634,b
8472,e
5951,b
20966,e
15380,t
9143,e
7104,b
23212,b
13305,t
18929,e
11896,e
4748,b
21981,m
14997,m
21998,e
17659,e
24025,m
21890,t
7828,t
5367,m
23887,m
9461,b
22166,b
22875,e
20795,e
17009,t
16091,t
15145,e
8304,m
11714,m
8903,m
6694,m
7864,e
5529,t
20697,t
7407,m
20449,t
22834,t
24432,m
15716,b
6540,m
19340,e
22269,b
9492,b
17774,m
23228,e
2758,m
7252,m
5307,b
3471,b
6611,e
24245,e
1003,t
6920,m
22597,m
23938,b
11216,e
22026,m
10894,m
11353,t
18915,m
22220,t
7640,b
15888,m
9204,b
21864,b
12787,e
24683,e
19506,b
2694,e
9994,m
12100,e
7918,b
879,m
18141,b
7477,e
13678,t
10621,e
15796,m
22002,m
11018,m
6296,e
22680,m
9887,m
5216,b
16826,b
10161,m
13482,e
19917,m
11971,b
12514,m
3059,e
6844,t
24652,t
10677,m
11640,t
1415,b
23652,b
14086,t
23362,b
7842,e
16006,b
21714,t
6374,m
20804,b
18894,t
8509,t
1377,m
2380,e
296,m
21045,t
23335,e
18850,e
23121,e
15497,e
5504,m
23897,t
1032,t
13426,e
6760,m
18190,t
3993,b
19946,m
10427,t
11949,t
5669,b
17002,e
8233,b
18688,t
10309,b
12024,e
13953,m
2949,t
23524,t
24199,e
18486,e
18191,e
21499,b
18596,e
16966,m
23821,m
6916,t
1253,t
3701,b
8380,m
3368,e
24399,e
19145,b
1037,e
9179,e
9470,m
9991,e
24859,b
1658,b
1413,e
21171,m
4790,t
19122,b
11657,t
23405,b
24529,t
21942,e
21386,b
23483,b
16599,t
20468,t
18589,m
1480,t
8625,m
21943,b
24211,t
24098,t
3875,t
13079,b
13834,m
6764,b
7978,e
8232,e
18533,e
22374,b
3376,b
5492,b
20569,m
11541,m
18352,m
20433,b
22827,e
236,m
16387,b
20423,e
7165,t
18415,b
649,b
8543,b
19085,b
1824,t
14148,b
2774,m
1364,e
4920,e
11423,b
10745,t
15524,t
23541,t
10205,b
11447,t
21338,t
19948,m
21483,m
14509,t
1177,e
19269,t
22564,m
13105,t
6812,e
17934,e
16713,m
14715,e
8569,b
11435,t
14511,t
24039,m
804,m
10692,t
7277,b
21818,t
4600,e
22345,b
7771,t
14651,t
20997,b
21254,m
22499,b
1058,m
1137,e
15988,t
10723,e
10607,t
4128,t
904,e
1539,b
12725,t
22505,b
1953,b
19672,m
22249,m
17412,t
23657,e
15194,m
6814,e
16635,t
12750,t
23600,e
16659,e
5664,e
9472,m
3432,m
16313,e
7254,e
19429,b
5758,e
19738,t
21014,b
19740,e
22792,m
10126,b
18212,t
15889,t
4979,b
1320,t
1434,e
18036,t
10358,b
16167,m
12313,e
14662,t
21181,e
24097,e
15092,t
18977,t
18059,e
183,e
2744,t
2621,e
20719,m
7946,t
4078,t
5328,m
13853,b
11366,t
10886,b
18494,e
7106,m
17021,t
14281,e
14829,e
6665,t
21363,t
3582,b
15467,e
6770,b
15742,e
3491,e
3308,m
24581,e
20935,t
16130,b
21927,e
1664,b
16468,e
16306,m
4922,t
101,m
10606,e
8928,m
13779,t
3704,t
20593,t
13998,b
24029,m
19478,m
16220,t
952,t
279,e
24513,b
13153,m
2488,t
19233,t
22825,b
20818,e
23565,m
2971,m
22957,b
23206,m
7469,b
24197,t
23737,t
23181,m
3480,b
22442,b
7048,t
21269,e
21489,t
7643,m
11921,e
20299,b
14218,t
15483,m
7641,t
7851,t
4930,t
21085,b
7614,t
23517,m
24328,e
13740,b
13275,m
20511,b
7686,m
16087,t
18122,e
10910,m
14487,t
436,e
21391,t
4549,m
7400,e
8961,m
24269,t
9970,b
12578,t
9730,m
12842,m
7634,t
23315,m
528,e
12537,t
16466,m
18214,t
23586,m
22115,m
15445,m
12168,m
1933,m
7790,e
4813,m
20331,b
7119,m
19640,e
11100,b
14384,m
23863,m
18909,m
15022,t
8782,t
18867,t
14837,e
8295,e
21509,m
19799,m
22773,t
1667,t
4895,t
14347,b
14578,e
13292,m
11336,b
22351,e
17244,b
15488,e
14956,b
21978,e
15683,t
2103,t
6021,m
20916,t
19052,e
18123,m
19005,b
8287,b
23776,b
14087,m
21080,e
9987,m
8482,b
7600,b
15234,e
3395,e
21027,e
10597,e
6810,b
5781,b
3972,b
1272,t
19913,t
24008,t
11918,t
7139,t
10402,e
12010,m
4031,m
14749,m
18853,e
14656,b
19270,t
17438,t
10426,t
6001,e
23208,t
13013,m
880,t
8424,e
23913,b
4025,t
4912,e
14427,m
9477,t
5606,m
16849,t
7181,e
18949,t
19234,m
1326,t
22259,b
14123,e
18926,b
17381,t
9422,t
16066,b
1436,m
3725,e
364,e
19860,m
19944,b
8559,b
14678,m
15782,m
20501,m
23341,b
15768,e
2450,e
23513,m
3837,t
4530,b
16142,e
10490,b
12339,e
24390,b
6955,b
7872,b
12878,m
19402,b
13175,m
18584,m
19657,m
8974,m
7962,t
21263,m
13366,e
18793,b
21938,m
17698,e
23923,m
15360,t
9414,m
20013,e
21302,b
5619,e
18509,m
17796,t
16144,b
2196,b
18947,m
4886,b
10510,b
21844,b
12890,b
12134,t
4621,t
20173,t
11485,t
1221,b
22649,m
7380,b
14197,b
2975,b
10459,e
18796,m
7354,b
10633,e
12305,b
3998,m
3400,t
17005,t
18666,t
17621,b
7220,e
3094,e
20416,m
23614,m
12247,m
1624,e
18794,e
3773,m
21564,e
13707,b
24367,m
19892,m
10942,m
23472,m
22482,m
1054,m
23808,b
14331,b
14277,t
2221,t
24655,t
12767,e
16642,m
18536,m
1446,b
6451,t
14138,t
4857,e
3879,e
9092,e
11104,m
16234,b
4439,b
9212,b
20703,m
2908,e
21192,m
18825,m
7309,e
19296,b
4245,t
21676,b
1372,t
6697,t
15788,m
15222,b
3004,b
8809,m
12337,e
22008,e
18766,e
15375,e
7028,e
3319,e
11383,m
5490,e
16136,m
14761,e
8878,e
1422,m
20461,m
23764,b
4339,t
9218,b
115,m
22711,b
16721,e
17502,e
199,e
109,m
5792,b
17695,t
23556,t
16162,b
605,m
722,m
7929,b
22945,m
10833,t
21472,b
6700,b
23117,b
12950,m
8918,t
16239,m
21187,t
21812,b
18901,b
2489,m
8310,m
7839,b
6607,b
19845,t
14852,m
21965,t
65,b
9571,m
2173,m
12095,t
20496,b
21420,e
24868,m
4272,e
16836,b
19877,e
20020,e
11581,m
3159,m
24926,b
18284,b
17387,b
14381,t
8926,b
11343,e
24207,e
15843,t
23578,m
21940,e
1251,m
14082,m
10113,e
7986,t
13692,e
22611,b
21370,t
22051,e
12614,t
2784,t
12858,e
16374,b
13737,m
12591,e
24752,b
22480,b
5016,e
4721,m
18228,e
19127,m
8440,e
23215,e
20546,e
19868,b
363,b
12776,m
4814,m
13062,t
21559,m
181,t
13975,e
1947,e
354,t
17845,t
11459,b
9381,e
7803,b
14336,e
16007,e
1232,m
17520,e
9945,e
8476,t
16051,b
19995,t
24347,m
13753,m
7670,b
686,t
5035,m
17300,e
8896,e
15981,e
561,b
20403,e
21560,t
2216,b
21750,t
12172,b
19915,t
11858,m
10960,m
6043,b
8075,t
2191,t
18724,m
16615,t
23198,b
9779,b
17367,t
19855,b
18521,t
17032,b
8045,b
3046,e
7052,b
2384,b
24276,m
24121,t
18668,t
21780,m
14035,t
5484,b
881,m
5657,e
2411,t
6649,m
11512,t
2181,e
7352,t
218,e
20768,m
10590,t
7571,m
6628,m
11389,b
15536,m
730,e
19746,m
10672,m
103,t
22982,m
5112,m
5788,b
18714,t
1095,e
7239,m
23059,m
8157,t
12001,t
18205,b
9053,b
8547,e
16941,e
13232,t
14915,t
9162,m
173,m
14819,t
23948,t
19826,e
15115,m
221,e
7846,m
24633,e
10061,m
20911,m
6919,e
13019,t
14897,t
13680,m
18969,b
14416,e
13355,m
3421,m
7305,e
24521,t
2902,t
16233,m
7602,m
13168,t
15776,e
19062,m
4151,e
3367,b
10905,m
1726,e
22175,e
14587,t
21630,t
18206,t
4426,t
15043,b
14126,t
18692,t
14597,m
8429,b
16799,m
2457,m
22732,m
18935,e
1266,t
7525,e
15668,e
23543,e
6278,m
18056,m
13992,m
21394,e
21517,t
14096,b
7831,t
16102,t
20309,e
10112,e
16925,e
20651,m
22651,t
3466,t
9134,m
7015,e
4071,t
6244,b
14863,t
11828,e
15124,t
7717,t
5565,b
6969,t
21094,e
22053,t
12354,t
4781,b
9716,m
3647,e
4236,e
17582,t
21633,e
10298,t
5450,t
10072,b
13151,b
14732,e
24943,t
22843,e
6513,m
16247,b
7359,m
12958,t
5153,t
24593,b
23221,e
13761,t
18409,e
9417,e
1144,t
2288,b
22784,t
23788,b
6105,b
6918,m
16957,t
24945,m
16686,e
409,e
6941,b
7350,b
18069,e
19245,e
23807,e
5488,m
438,e
3391,m
13788,m
12885,m
10970,t
891,b
9743,m
1966,b
23566,b
2665,t
7010,e
12197,m
3204,b
16814,t
3919,b
5440,m
11460,t
13982,m
14775,b
18501,t
17285,b
17413,t
21292,t
9657,b
7570,t
8821,t
23003,b
22459,e
9035,b
11794,m
6403,t
13121,m
18360,e
16531,e
20355,e
21405,b
15745,m
23800,m
6774,m
3177,e
5842,e
24647,m
9757,m
7016,b
1818,b
14960,b
12199,m
16949,t
7612,t
24413,b
20714,b
5921,t
18878,b
12876,e
16926,e
19942,m
2187,e
17404,b
23760,b
2579,e
12791,e
19626,b
19211,e
8769,b
21600,e
12334,b
14250,b
19973,t
22673,b
8631,m
18338,t
14661,b
19306,e
4150,t
24617,m
814,b
18268,t
555,m
11596,b
8587,e
24517,e
12216,b
2007,t
24815,b
1913,e
3541,e
11910,m
17932,b
23891,t
15983,e
24788,e
12122,b
6457,m
22398,t
6511,t
2861,b
20370,b
21689,e
4289,b
22661,b
2439,e
9386,t
679,e
930,e
14756,b
6340,m
568,e
2675,m
21831,m
16008,b
11700,m
7303,e
21459,t
21879,t
1960,b
17451,e
16519,m
16060,t
6224,b
10767,e
12651,m
2910,b
4812,m
13360,m
23169,b
22224,t
17312,b
17669,m
15949,m
11926,e
15396,m
21736,e
8563,e
24975,b
300,e
13328,b
3798,e
1314,m
9233,b
22339,t
16722,t
8452,b
15595,t
10793,e
8909,m
2749,e
10545,b
11933,t
3261,e
23385,e
15701,e
12518,m
4564,m
8669,m
10941,m
15113,t
13340,e
2122,m
15707,e
3867,m
4725,b
11050,e
13197,m
15651,m
14237,t
5824,b
20044,e
6147,e
23196,t
13550,e
21514,e
12582,e
10107,e
20680,b
17346,m
13259,b
2152,t
18611,e
19984,m
23238,b
19423,b
3663,e
7489,m
7731,b
13049,m
13455,t
20564,b
797,t
18946,m
1709,m
6109,b
16863,e
11667,e
20830,b
11583,m
10726,e
18396,m
4190,m
21377,b
2432,m
14669,m
243,t
1426,e
1721,e
21482,b
748,b
20653,m
21485,b
7899,t
18166,m
19203,b
16768,b
10409,b
17984,b
6150,m
16177,e
8213,t
18747,e
14835,m
6436,m
11786,e
12330,t
10189,m
9157,m
9468,m
13407,t
845,b
24478,m
15062,b
13805,m
12601,e
20454,b
20277,m
655,m
13689,e
20965,e
23595,e
2555,b
16293,t
24239,b
16930,e
6148,e
614,t
13272,t
10110,m
21945,b
21415,t
732,b
8770,m
22416,b
17510,b
8020,t
24783,b
3792,b
4668,b
18699,e
13706,e
21270,e
17091,b
1495,e
14073,m
19807,t
13971,b
29,b
1619,m
18058,b
19743,t
14803,t
6168,t
4898,b
18088,b
7360,m
8798,b
12751,e
11962,t
16061,b
20398,b
4699,m
2963,t
6381,t
17116,b
1634,b
24596,b
3845,m
22737,e
17865,t
9712,b
6758,t
19464,e
9022,b
5334,b
2597,m
17122,e
4008,e
9399,t
17276,e
14310,t
778,t
2409,b
5104,b
9455,e
20586,e
8791,e
1764,b
17733,e
5406,t
5631,e
6858,t
21142,m
1789,m
2407,t
11966,b
11212,e
8743,e
18957,m
12935,b
7912,e
9556,e
14009,m
3507,e
5728,m
20227,e
24293,b
4004,e
23927,t
23398,e
6567,e
20200,e
10938,b
20513,m
6363,e
12373,m
12,e
7348,m
11097,b
17203,t
18037,m
16004,b
14168,m
18153,m
22186,t
15146,e
1854,b
5812,m
4403,m
13642,b
5243,e
5486,m
2176,e
492,m
12097,b
11303,b
16204,e
3980,m
6851,b
6886,e
2640,m
16694,e
6467,b
8195,e
22963,e
6039,e
